username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
divinelifetara;2015-12-08 15:59;0;1;"YOU ARE H. E. A. L. E. D. #healing #wellness #holistichealth #faith #spirituallyawakened … https://www.instagram.com/p/_DNZv7ogsB/";;;#healing #wellness #holistichealth #faith #spirituallyawakened;"674377852079353856";https://twitter.com/divinelifetara/status/674377852079353856
SEARCHING4MOR_;2015-12-08 15:59;0;0;"BIBLE STUDY TONIGHT @7 COME AND JOIN US!! 712-770-4010 PIN 774 030. We're studying The Believer's Enemy. #lonely #faith #believersinchrist";;@7;#lonely #faith #believersinchrist;"674377823017164800";https://twitter.com/SEARCHING4MOR_/status/674377823017164800
melafela;2015-12-08 15:59;0;0;"#AlanWatts - Trusting Intuition. So important never to second guess your first impression. #Trust yourself http://youtu.be/mVCKoAyqC1w";;;#AlanWatts #Trust;"674377742717206528";https://twitter.com/melafela/status/674377742717206528
inspirepodcast;2015-12-08 15:58;1;2;"Embracing the Messiness of Life http://bit.ly/1vtmJAq #inspiring #mom #parenting #family #faith #jesus #christian";;;#inspiring #mom #parenting #family #faith #jesus #christian;"674377523367645184";https://twitter.com/inspirepodcast/status/674377523367645184
MavericksGirl;2015-12-08 15:57;0;0;"Take a leap of #Faith . Step out of your comfort zone.";;;#Faith;"674377355251466240";https://twitter.com/MavericksGirl/status/674377355251466240
_BlackBonnie;2015-12-08 15:56;1;1;"@JsaneaCouture don't give up on your dream Kita!! @JColeNC gonna see you one day!! #FAITH";;@JsaneaCouture @JColeNC;#FAITH;"674377060907905025";https://twitter.com/_BlackBonnie/status/674377060907905025
AmbitionCarter;2015-12-08 15:55;0;0;"I shall have that papoose & remy love one day. #Faith";;;#Faith;"674376699447025665";https://twitter.com/AmbitionCarter/status/674376699447025665
Marenda;2015-12-08 15:54;1;1;"RT RockChristopher: Some Of The Best Days... #quote #faith #hope #Inspiration RT 10MillionMiler DrJeffersnBoggs";;;#quote #faith #hope #Inspiration;"674376565527060481";https://twitter.com/Marenda/status/674376565527060481
scottshuford;2015-12-09 15:59;0;1;"Why doesn't @Target , a #diversity leader, welcome me as a #Faith Driven Consumer? #ChristmasBUYcott @FaithConsumer http://www.faithdrivenconsumer.com/addusin#section2";;@Target @FaithConsumer;#diversity #Faith #ChristmasBUYcott #section2;"674740299164356608";https://twitter.com/scottshuford/status/674740299164356608
mixlrlive;2015-12-09 15:58;0;0;"Live broadcast from @MasjidanNurRoa : "suffiency in creed" http://mixlr.com/masjid-an-nur #mixlr #faith";;@MasjidanNurRoa;#mixlr #faith;"674739942912847872";https://twitter.com/mixlrlive/status/674739942912847872
HebrewFiction;2015-12-09 15:58;0;0;"For those of the #Hebrew #faith , here is a wonderful novel to #read #WWII The Remnant http://www.amazon.com/exec/obidos/ASIN/B0017Y914Y";;;#Hebrew #faith #read #WWII;"674739924382314496";https://twitter.com/HebrewFiction/status/674739924382314496
mixlrlive;2015-12-09 15:58;0;0;"Live broadcast from Firm Foundation Podcast: "Firm Foundation Podcast on ..." http://mixlr.com/firm-foundation-podcast #mixlr #faith";;;#mixlr #faith;"674739877058101249";https://twitter.com/mixlrlive/status/674739877058101249
mixlrlive;2015-12-09 15:57;0;0;"Live broadcast from @laudelino69: "Encuentros Radio Live - Tu ..." http://mixlr.com/encuentros-radiolive #mixlr #faith";;@laudelino69;#mixlr #faith;"674739719176081408";https://twitter.com/mixlrlive/status/674739719176081408
RichardDavid_1;2015-12-09 15:57;0;0;"✨ ✨ ✨ ✨ #loa #universe #energy #truth #lawofattraction #visualize #trust … https://www.instagram.com/p/_Fx0ifjlK7/";;;#loa #universe #energy #truth #lawofattraction #visualize #trust;"674739669578420224";https://twitter.com/RichardDavid_1/status/674739669578420224
ShalinisWorld;2015-12-09 15:56;0;0;"✨ ✨ ✨ ✨ #loa #universe #energy #truth #lawofattraction #visualize #trust … https://www.instagram.com/p/_Fx0ifjlK7/";Manhattan, NY;;#loa #universe #energy #truth #lawofattraction #visualize #trust;"674739415256666112";https://twitter.com/ShalinisWorld/status/674739415256666112
MayaRyanN10;2015-12-09 15:56;0;0;"💯 #Poverty #Education #Economy &Finances #Faith #Equality & stop ✋ #Hate #RaceBaiting https://twitter.com/RepBarbaraLee/status/674728395985567746";;;#Poverty #Education #Economy #Faith #Equality #Hate #RaceBaiting;"674739359262760960";https://twitter.com/MayaRyanN10/status/674739359262760960
HKProphecy;2015-12-10 15:59;0;0;"Is There A Time to Bear Arms? http://www.hiskingdomprophecy.com/is-there-a-time-to-bear-arms/ #Christian #Bible #Biblestudy #Faith #Worship #War #America #USA #US";;;#Christian #Bible #Biblestudy #Faith #Worship #War #America #USA #US;"675102672916230145";https://twitter.com/HKProphecy/status/675102672916230145
camilleolandez;2015-12-10 15:59;0;0;"Believe that the things that you are hoping for are as real as the things that you can see. #faith 😘";;;#faith;"675102646374649856";https://twitter.com/camilleolandez/status/675102646374649856
TracyBrower108;2015-12-10 15:59;0;3;"Life should be a series of daring adventures launched from a secure base. #empowerment #trust #work";;;#empowerment #trust #work;"675102551927332864";https://twitter.com/TracyBrower108/status/675102551927332864
TracyBrower108;2015-12-10 15:58;0;1;"Always reward responsibility with trust. #empowerment #trust #work #worklife";;;#empowerment #trust #work #worklife;"675102316115152896";https://twitter.com/TracyBrower108/status/675102316115152896
_aarondiaz;2015-12-10 15:58;0;0;"It would make my year if Demarco does come back ! I never burned his jersey #Hope #Faith #ComeBackHome";;;#Hope #Faith #ComeBackHome;"675102315444047872";https://twitter.com/_aarondiaz/status/675102315444047872
Ese_Dee;2015-12-10 15:57;0;4;"A new beginning #embracingit #love #happy 😊 #trust";;;#embracingit #love #happy #trust;"675101999357165569";https://twitter.com/Ese_Dee/status/675101999357165569
jordonslaght;2015-12-10 15:56;0;0;"#jovem #fé #teenager #faith #faithful #faithfulness #musica #louvor #louvar #adoracao … https://ruralrooted.wordpress.com/2015/12/10/jovem-fe-teenager-faith-faithful-faithfulness-musica-louvor-louvar-adoracao-adoracao-music-christianmusic-worship-worshipmusic-lyrics-iamthey-yourloveismine";;;#jovem #f #teenager #faith #faithful #faithfulness #musica #louvor #louvar #adoracao;"675101804594667520";https://twitter.com/jordonslaght/status/675101804594667520
TheBridge1120;2015-12-10 15:56;0;0;"JLes84: RT FocusFamily: "Christianity gives a meaning for life that suffering can't take away from you." | timkellernyc | #Faith";;;#Faith;"675101798055677953";https://twitter.com/TheBridge1120/status/675101798055677953
TheBridge1120;2015-12-10 15:56;0;0;"3WalkersMom: RT FocusFamily: "Christianity gives a meaning for life that suffering can't take away from you." | timkellernyc | #Faith";;;#Faith;"675101796919091202";https://twitter.com/TheBridge1120/status/675101796919091202
RFN_Radio;2015-12-10 15:56;0;0;"LIVE: Disusing Sports And The Holy Spirit on #spreaker #faith #goldenstatewarriors #holyspirit #orlandomagic https://www.spreaker.com/user/rfn-radio/disusing-sports-and-the-holy-spirit?autoplay=1";;;#spreaker #faith #goldenstatewarriors #holyspirit #orlandomagic;"675101769941311488";https://twitter.com/RFN_Radio/status/675101769941311488
OtilaOsborne;2015-12-11 15:58;0;0;"This is for my children and our family. When it all gets too much have #Faith and #Hope . Be strong - #Pop and... http://fb.me/7AphpeAvA";;;#Faith #Hope #Pop;"675464775237697536";https://twitter.com/OtilaOsborne/status/675464775237697536
GracewithJoy;2015-12-11 15:58;0;0;"#prayer #faith https://twitter.com/jamesmacdonald/status/675302976550912000";;;#prayer #faith;"675464688432361473";https://twitter.com/GracewithJoy/status/675464688432361473
Mr_Heavens;2015-12-11 15:58;0;1;"When I can't get my answers on earth, I look to the heavens! #prayers #faith #higherpower";;;#prayers #faith #higherpower;"675464658405343232";https://twitter.com/Mr_Heavens/status/675464658405343232
ChristinKardos;2015-12-11 15:58;0;0;"#Trust : Create It, Don't Advertise It! http://bit.ly/1kvzj4V @PatrickCH via @myCMGR #cmgrhangout #cmgr";;@PatrickCH @myCMGR;#Trust #cmgrhangout #cmgr;"675464636376981504";https://twitter.com/ChristinKardos/status/675464636376981504
IAMCOACHJ;2015-12-11 15:57;0;1;"Good first week! Lots of positives and surprises!!! #believe #belief #believers";;;#believe #belief #believers;"675464486325735426";https://twitter.com/IAMCOACHJ/status/675464486325735426
TruthTellerTed;2015-12-11 15:56;9;8;"Exactly. It's both amazing & entertaining so many still don't get it. @TedCruz plans & executes. #CruzCrew #TrusTED https://twitter.com/StephMcMurphy/status/675373477931565056";;@TedCruz;#CruzCrew #TrusTED;"675464317261582337";https://twitter.com/TruthTellerTed/status/675464317261582337
BiancaSativa;2015-12-11 15:56;0;0;"#love #fear #anxiety #faith #quote https://twitter.com/chocolatechoppa/status/675449704658903041";;;#love #fear #anxiety #faith #quote;"675464205718282241";https://twitter.com/BiancaSativa/status/675464205718282241
BridgetMcPoland;2015-12-11 15:56;0;0;"Some thoughts on the blog on this #friday #night Now Faith Is Confidence ... http://www.glittermeclassy.com/search/label/LIFE%20%26%20TRAVEL #faith #addiction #recovery #religion";;;#friday #night #faith #addiction #recovery #religion;"675464097048240129";https://twitter.com/BridgetMcPoland/status/675464097048240129
Jecruz85;2015-12-11 15:55;0;0;""Baby don't cry, I hope you got your head up Even when the road is hard, never give up" #music #lyrics #quotes #faith #hope #love";;;#music #lyrics #quotes #faith #hope #love;"675464026655166464";https://twitter.com/Jecruz85/status/675464026655166464
zypldot;2015-12-11 15:53;0;0;"Meditating on Jesus' sacrifice, praying to God, & asking for prayers. #ThatsWhatTheRosaryIs #prayer #Rosary #faith #Christian #Bible";;;#ThatsWhatTheRosaryIs #prayer #Rosary #faith #Christian #Bible;"675463561263644672";https://twitter.com/zypldot/status/675463561263644672
wedadatef;2015-12-12 15:59;0;0;"markthemogul: Nice vibrãto buddy @justinbieber 😉 #Trust #ProdByMogul 🎹 #PurposeIsPlatinum";;@justinbieber;#Trust #ProdByMogul #PurposeIsPlatinum;"675827423523549184";https://twitter.com/wedadatef/status/675827423523549184
Wolverine2573;2015-12-12 15:59;8;18;"STAte Championship Celebration #STAndard #Faith #Family #Tradition #Excellence #YouGoWeGo #STAteChamps #Back2Back";;;#STAndard #Faith #Family #Tradition #Excellence #YouGoWeGo #STAteChamps #Back2Back;"675827395228749828";https://twitter.com/Wolverine2573/status/675827395228749828
janelledalex;2015-12-12 15:59;0;0;"Can science really explain the #LawofAttraction or should you #trust your own experience? http://bit.ly/1MDW7WK";;;#LawofAttraction #trust;"675827328887336962";https://twitter.com/janelledalex/status/675827328887336962
littlebytesnews;2015-12-12 15:59;0;1;"And they do #TrusTed #Trump is least trusted GOP candidate ⏩ @Gengm7 : @littlebytesnews No it didn't stop Ted Cruz from winning the...";;@Gengm7 @littlebytesnews;#TrusTed #Trump;"675827256900628481";https://twitter.com/littlebytesnews/status/675827256900628481
John_TX;2015-12-12 15:58;0;0;"It all starts in Iowa. http://talkingpointsmemo.com/polltracker/iowa-bloomberg-des-moines-poll-december #TrusTED #Cruz2016";;;#TrusTED #Cruz2016;"675827079296901121";https://twitter.com/John_TX/status/675827079296901121
GlockLady;2015-12-12 15:57;1;0;"Hillary’s Attack Dog After #TedCruz http://www.americanclarion.com/2015/12/11/hillary-attack-dog-ted-cruz-41362/ #CruzCrew #tcot #ycot #teaparty #ccot #GOA #2A #NRA #TrusTed #Cruznado";;;#TedCruz #CruzCrew #tcot #ycot #teaparty #ccot #GOA #2A #NRA #TrusTed #Cruznado;"675826945804795905";https://twitter.com/GlockLady/status/675826945804795905
adam_dodd1;2015-12-12 15:57;0;0;""God does not waste our time; he will use our past and present so we may serve him with our future." #God #Faith #Purpose";;;#God #Faith #Purpose;"675826902439825408";https://twitter.com/adam_dodd1/status/675826902439825408
mryagga;2015-12-12 15:56;0;0;"Jah is always on time, even when yuh think he's late or not coming. #believe #faith #truth";;;#believe #faith #truth;"675826656120930304";https://twitter.com/mryagga/status/675826656120930304
joeljjj;2015-12-12 15:56;0;0;"Second chances... this is what keeps me going. How about you? #grace #hope #faith #love #JesusIsSourceOfGrace ... http://fb.me/70qNiPAkl";;;#grace #hope #faith #love #JesusIsSourceOfGrace;"675826597086253056";https://twitter.com/joeljjj/status/675826597086253056
inspirepodcast;2015-12-13 15:58;0;0;"Embracing the Messiness of Life http://bit.ly/1vtmJAq #inspiring #mom #parenting #family #faith #jesus #christian";;;#inspiring #mom #parenting #family #faith #jesus #christian;"676189497256771584";https://twitter.com/inspirepodcast/status/676189497256771584
Lauritatio;2015-12-13 15:57;0;1;"#goodrelationship #Godisgood #trust https://www.instagram.com/p/_QFInZy8eo/";;;#goodrelationship #Godisgood #trust;"676189251399208960";https://twitter.com/Lauritatio/status/676189251399208960
RMANI_MSZ;2015-12-13 15:57;0;0;"PROOF!!! #Not trying to hear a word !! #trust me I know a phoney and a Liar. #Im cool always have been!!! IM ALL... http://fb.me/1X2gLfZmY";;;#Not #trust #Im;"676189195287838720";https://twitter.com/RMANI_MSZ/status/676189195287838720
WorldPrayr;2015-12-13 15:56;10;3;"Fear? No! Have #Faith ! Be of good #Courage ! Be #Strong ! Follow #Jesus .";;;#Faith #Courage #Strong #Jesus;"676188967792803840";https://twitter.com/WorldPrayr/status/676188967792803840
SrExecAdvisor;2015-12-13 15:56;0;0;""Whoever is careless with the truth in small matters cannot be trusted with important matters." --Albert Einstein #quote #trust";;;#quote #trust;"676188882938019840";https://twitter.com/SrExecAdvisor/status/676188882938019840
LadyBossNeek;2015-12-13 15:55;0;0;"Doesn't get any easier. 17 years later... #stoptheviolence 🌠 #spiritual #faith #faithful … https://www.instagram.com/p/_QE8jfR-ko/";;;#stoptheviolence #spiritual #faith #faithful;"676188840067862532";https://twitter.com/LadyBossNeek/status/676188840067862532
inspirepodcast;2015-12-13 15:55;1;1;""Success without significance really isn't #success at all" - @iamraysanders #inspiring #quote #inspire #faith";;@iamraysanders;#success #inspiring #quote #inspire #faith;"676188765396844545";https://twitter.com/inspirepodcast/status/676188765396844545
mormonchannel;2015-12-14 05:00;31;118;"Have #faith ! http://oak.ctx.ly/r/43fun";;;#faith;"676386241491767297";https://twitter.com/mormonchannel/status/676386241491767297
MarlenaDG;2015-12-14 15:59;0;0;"#youdonthavetoseethewholestaircasejusttakethefirststep #thesecret #faith #believe @Denver, Colorado https://www.instagram.com/p/_SqI9dM_U-/";Denver, CO;@Denver;#youdonthavetoseethewholestaircasejusttakethefirststep #thesecret #faith #believe;"676552113145577477";https://twitter.com/MarlenaDG/status/676552113145577477
ChrisLewisLLS;2015-12-14 15:58;0;1;"#Communication has a significant impact on TRUST. Leaders will not survive without the #trust of all around them.";;;#Communication #trust;"676551982031708161";https://twitter.com/ChrisLewisLLS/status/676551982031708161
SharonEmily;2015-12-14 15:58;0;0;"@FoxNews @brithume @tedcruz You had to add negative comments about Ted right Brit? Your Establishment bias is showing. #TrusTed";;@FoxNews @brithume @tedcruz;#TrusTed;"676551940994543616";https://twitter.com/SharonEmily/status/676551940994543616
Aldana63;2015-12-14 15:58;0;0;"#faith @Heartland Community Church https://www.instagram.com/p/_SqCa8xLf5-kVAi1fbBd_XLv1WeBN0nnqf4u80/";Rockford, IL;@Heartland;#faith;"676551878503723009";https://twitter.com/Aldana63/status/676551878503723009
JLepron;2015-12-14 15:58;1;1;"The 2016 year will be the #trust year! #thinktank @thinkbuybetter";;@thinkbuybetter;#trust #thinktank;"676551745821020161";https://twitter.com/JLepron/status/676551745821020161
IamLAPONNE;2015-12-14 15:57;0;0;"PAIN IS REALITY...THOSE WHO SOAR THROUGH IT OR RISE ABOVE IT....CONTROL THEIR NAVIGATION TO SUCCESS....THROUGH SPIRITUAL EMPOWERMENT #FAITH";;;#FAITH;"676551581081329664";https://twitter.com/IamLAPONNE/status/676551581081329664
DataGenesis;2015-12-14 15:56;4;2;"MT @TexasSheBandit : Believe in #TedCruz2016 because @tedcruz believes in US! #TrusTed #CruzCrew #PJNET";;@TexasSheBandit @tedcruz;#TedCruz2016 #TrusTed #CruzCrew #PJNET;"676551431650807808";https://twitter.com/DataGenesis/status/676551431650807808
chellelig;2015-12-14 15:56;2;1;"#TedCruz the man with a plan to #ReviveAmerica #CruzCrew #ARpx #TrusTed #PJmedia … https://www.instagram.com/p/_Sp0S1izn8/";;;#TedCruz #ReviveAmerica #CruzCrew #ARpx #TrusTed #PJmedia;"676551392769794049";https://twitter.com/chellelig/status/676551392769794049
TraceyCasciano;2015-12-14 15:56;0;0;""One thing I've learned is to never give up on God...He won't give up on you!" #outofthedarkroom #faith #testimonies";;;#outofthedarkroom #faith #testimonies;"676551372326703104";https://twitter.com/TraceyCasciano/status/676551372326703104
_DJRobNice;2015-12-15 15:59;0;0;"🌵 #Trust";;;#Trust;"676914583278366720";https://twitter.com/_DJRobNice/status/676914583278366720
MemoryH1604;2015-12-15 15:59;0;0;"#truth #determination #faith http://fb.me/2qS8kAVQx";;;#truth #determination #faith;"676914544111968256";https://twitter.com/MemoryH1604/status/676914544111968256
JohnZaharopulos;2015-12-15 15:57;0;0;"@tedcruz You're the clear choice for the GOP. #TrusTED #TeamCruz #TedCruz #TedCruz2016";;@tedcruz;#TrusTED #TeamCruz #TedCruz #TedCruz2016;"676913972671594498";https://twitter.com/JohnZaharopulos/status/676913972671594498
EnockAdusei2;2015-12-15 15:57;0;1;"God Is Good... #Faith #Success #Love #Trump";;;#Faith #Success #Love #Trump;"676913891197194240";https://twitter.com/EnockAdusei2/status/676913891197194240
UnannouncedLove;2015-12-15 15:56;0;0;"Ask , Trust & Believe ... #Faith";;;#Faith;"676913851783323648";https://twitter.com/UnannouncedLove/status/676913851783323648
daveblanchard65;2015-12-15 15:56;0;3;"@SalfordCityFC @amjonno #bern Every last man outstanding tonight #FACup #machines #courage #belief #pride 👊🏽 💪🏽 👏🏽 👏🏽 👏🏽";;@SalfordCityFC @amjonno;#bern #FACup #machines #courage #belief #pride;"676913809911652354";https://twitter.com/daveblanchard65/status/676913809911652354
oomaxineoo;2015-12-15 15:56;0;0;"2016 here I come ⭐️ 😏 😎 🤓 😁 #plans #goals #future #proud #newbeginnings #2016 #faith #flying #high https://www.instagram.com/p/_VOnpPx3Jd/";;;#plans #goals #future #proud #newbeginnings #2016 #faith #flying #high;"676913797743923201";https://twitter.com/oomaxineoo/status/676913797743923201
inspirepodcast;2015-12-15 15:55;0;0;""Success without significance really isn't #success at all" - @iamraysanders #inspiring #quote #inspire #faith";;@iamraysanders;#success #inspiring #quote #inspire #faith;"676913459347501058";https://twitter.com/inspirepodcast/status/676913459347501058
CJRamthun;2015-12-15 15:55;0;0;"#TrusTED #TedCruz2016 TIME SENSITIVE:NowUntil8:30pm12/15TonightAll CruzDonationsWillBDoubleMatchedIgave$25=$75! https://secure.campaignsolutions.com/cruz/matching2/?initiativekey=NXKWETPAZE09";;;#TrusTED #TedCruz2016;"676913437914566657";https://twitter.com/CJRamthun/status/676913437914566657
bluediamondkeys;2015-12-15 15:54;0;2;"#Trust your own inner compass https://twitter.com/dr_morton/status/676907018750451716";;;#Trust;"676913334852198400";https://twitter.com/bluediamondkeys/status/676913334852198400
CJB5775;2015-12-16 15:59;0;0;"RINO ->McCain: I Disagree Most With Cruz http://www.newsmax.com/Newsfront/John-McCain-Ted-Cruz/2015/12/04/id/704587 #Newsmax via Newsmax_Media #TrusTED #TCOT #TedCruz2016 #ccot";;;#Newsmax #TrusTED #TCOT #TedCruz2016 #ccot;"677276933865013248";https://twitter.com/CJB5775/status/677276933865013248
crozay85;2015-12-16 15:57;0;0;"#Faith #FaithEvans #Queen #RnB #Soul #Music #Best #Love #LoveLikeThis … https://www.instagram.com/p/7LkEh7vemr7n8XknELfBA-mffCcLmdO7a_zKg0/";;;#Faith #FaithEvans #Queen #RnB #Soul #Music #Best #Love #LoveLikeThis;"677276317927276545";https://twitter.com/crozay85/status/677276317927276545
BrookeLefers;2015-12-16 15:57;0;0;"Now faith is confidence in what we hope for and assurance about what we do not see. #faith … https://www.instagram.com/p/_XzdwmMW_N/";;;#faith;"677276296662093825";https://twitter.com/BrookeLefers/status/677276296662093825
ChristDesignHU;2015-12-16 15:56;0;0;"I'll praise The Great King with my every breath #Biblie #Biblia #faith #hit #christian #keresztény";;;#Biblie #Biblia #faith #hit #christian #kereszt;"677276192165249024";https://twitter.com/ChristDesignHU/status/677276192165249024
Thomas_Sorlie;2015-12-16 15:56;3;1;"Don’t call me a moderate Muslim #Islam #Faith http://themuslimvi.be/1Nq4gBc @themuslimvibe";;@themuslimvibe;#Islam #Faith;"677276029845655552";https://twitter.com/Thomas_Sorlie/status/677276029845655552
